id,applicant,run,source,decision,reason,income,debts,credit_score,employment_years,rent,loan_amount,pay_slips_verified,bank_statements_verified,id_verified,dti_ratio,disposable_income,bureau_score_1,bureau_score_2,bureau_score_3
50,Applicant 50,run_0,GPT,MANUAL REVIEW,"The applicant's bank statements are unverified, which typically requires a decline. However, the applicant has a strong financial profile with a credit score of 653 and an annual income of £62,865, which qualifies for manual review under the controlled exception for documentation issues. Additionally, the applicant's DTI ratio of 15.48% and disposable income of £3,473.75 indicate strong affordability, and the credit score falls within the range that requires manual review. Therefore, the application should be routed for manual review to assess the overall risk and potential exceptions.",62865,811,653,8.7,954,11285,True,False,True,0.1548,3473.75,654,657,655
50,Applicant 50,run_0,SESL,DECLINED,Required document unverified and no exception applies,62865,811,653,8.7,954,11285,True,False,True,0.1548,3473.75,654,657,655
51,Applicant 51,run_0,GPT,APPROVED,"The applicant meets all policy requirements for approval. The DTI ratio is 21.19%, which is well below the 35% threshold for strong repayment capacity. The disposable income is £3,234.5, indicating financial resilience. The credit score of 647 falls into the manual review range, but the applicant's stable employment of 2.4 years and consistent bureau scores (spread of 8 points) support approval. All documentation is verified, and the loan amount is 22.26% of annual income, which is within acceptable limits.",63930,1129,647,2.4,964,14236,True,True,True,0.2119,3234.5,649,643,651
51,Applicant 51,run_0,SESL,MANUAL REVIEW,Credit score between 640 and 699,63930,1129,647,2.4,964,14236,True,True,True,0.2119,3234.5,649,643,651
52,Applicant 52,run_0,GPT,MANUAL REVIEW,"The applicant's credit score of 604 falls below the automatic approval threshold of 640, requiring manual review. Additionally, the bureau score spread is 52 points, which is within acceptable limits, but the lowest bureau score is 599, which is close to the decline threshold of 580. Despite a strong DTI of 29.29% and high disposable income of £1363.83, the credit score necessitates further evaluation to assess overall creditworthiness.",38674,944,604,2.0,915,8206,True,True,True,0.2929,1363.83,599,651,628
52,Applicant 52,run_0,SESL,DECLINED,Credit score below 640,38674,944,604,2.0,915,8206,True,True,True,0.2929,1363.83,599,651,628
53,Applicant 53,run_0,GPT,DECLINED,"The applicant's credit score of 567 is below the minimum threshold of 640, indicating elevated risk. Additionally, one of the bureau scores is below 580, which mandates a decline. Despite having a DTI of 36.46% and sufficient disposable income, the low credit score and bureau score necessitate a decline according to policy.",37720,1146,567,6.1,1072,6317,True,True,True,0.3646,925.33,534,508,538
53,Applicant 53,run_0,SESL,MANUAL REVIEW,DTI between 35% and 45%,37720,1146,567,6.1,1072,6317,True,True,True,0.3646,925.33,534,508,538
54,Applicant 54,run_0,GPT,APPROVED,"The applicant meets all policy requirements. The DTI ratio is 20.45%, which is well below the 35% threshold for strong repayment capacity. The disposable income is £2768.5, significantly above the £600 threshold for financial resilience. The credit score is 740, indicating strong credit behavior, and the bureau scores are consistent with a spread of only 28 points. Employment history is stable at 6.5 years, and the loan amount is 44% of annual income, which is within acceptable limits for manual assessment but does not trigger any decline criteria. All documentation is verified. Therefore, the application meets all approval criteria.",53394,910,740,6.5,771,23503,True,True,True,0.2045,2768.5,728,755,756
54,Applicant 54,run_0,SESL,APPROVED,All approval criteria met,53394,910,740,6.5,771,23503,True,True,True,0.2045,2768.5,728,755,756
55,Applicant 55,run_0,GPT,APPROVED,"The applicant meets all policy requirements for approval. The DTI ratio is 33.52%, which is below the 35% threshold indicating strong repayment capacity. The disposable income is £1,121.42, well above the £600 threshold for financial resilience. The credit score is 765, reflecting strong credit behavior. Employment history is stable with 7.3 years, and all documentation is verified. The loan amount is 60.97% of annual income, which is above the 50% threshold, but given the strong financial profile, this does not trigger a decline. No rules are breached, and no exceptions are invoked.",38597,1078,765,7.3,1017,23532,True,True,True,0.3352,1121.42,738,725,791
55,Applicant 55,run_0,SESL,APPROVED,All approval criteria met,38597,1078,765,7.3,1017,23532,True,True,True,0.3352,1121.42,738,725,791
56,Applicant 56,run_0,GPT,DECLINED,"The applicant's bureau score of 577 falls below the minimum threshold of 580, indicating elevated risk. According to the policy, any bureau score below 580 results in an automatic decline. No exceptions apply.",40007,433,589,8.9,848,11308,True,True,True,0.1299,2052.92,577,610,619
56,Applicant 56,run_0,SESL,DECLINED,Credit score below 640,40007,433,589,8.9,848,11308,True,True,True,0.1299,2052.92,577,610,619
57,Applicant 57,run_0,GPT,APPROVED,"The applicant meets all policy requirements for approval. The DTI ratio is 18.62%, which is well below the 35% threshold, indicating strong repayment capacity. The disposable income is £2899.42, significantly above the £600 threshold, demonstrating financial resilience. The credit score of 755 reflects strong credit behavior, and the bureau scores are consistent with a spread of only 37 points, indicating no data inconsistency. Employment stability is confirmed with 5.8 years of employment, and the loan amount requested is only 15.6% of the annual income, which is within acceptable limits. All documentation is verified, and no exceptions or manual review triggers are present.",60053,932,755,5.8,1173,9378,True,True,True,0.1862,2899.42,779,810,773
57,Applicant 57,run_0,SESL,APPROVED,All approval criteria met,60053,932,755,5.8,1173,9378,True,True,True,0.1862,2899.42,779,810,773
58,Applicant 58,run_0,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 24.56% and disposable income of £2237.33, both of which are well within the approval thresholds. Their credit score of 704 is above the 700 threshold for strong credit behavior, and the bureau score spread is 64, which is below the 120-point inconsistency threshold. The applicant has stable employment with 6.1 years of experience, and the loan amount requested is 9.28% of their annual income, which is well within the acceptable range. All documentation is verified, and no exceptions or manual review triggers are present. Therefore, the application meets all approval criteria.",48412,991,704,6.1,806,4490,True,True,True,0.2456,2237.33,698,762,721
58,Applicant 58,run_0,SESL,APPROVED,All approval criteria met,48412,991,704,6.1,806,4490,True,True,True,0.2456,2237.33,698,762,721
59,Applicant 59,run_0,GPT,APPROVED,"The applicant demonstrated strong affordability with a DTI of 20.57% and disposable income of £2402.75, both well within approval thresholds. The credit score of 725 and consistent bureau scores indicate low credit risk. With stable employment history of 7 years and all documents verified, the application meets all approval criteria.",53565,918,725,7.0,1143,6080,True,True,True,0.2057,2402.75,724,676,751
59,Applicant 59,run_0,SESL,APPROVED,All approval criteria met,53565,918,725,7.0,1143,6080,True,True,True,0.2057,2402.75,724,676,751
60,Applicant 60,run_0,GPT,DECLINED,"The applicant's credit score of 572 is below the minimum threshold of 580, which results in an automatic decline. Additionally, the disposable income of £121.58 is below the required minimum of £300, and the DTI ratio of 44.27% is above the 45% decline threshold. Furthermore, the bank statements are unverified, and the applicant does not meet the exception criteria for manual review. Therefore, the application must be declined.",27595,1018,572,7.2,1160,22703,True,False,True,0.4427,121.58,579,616,551
60,Applicant 60,run_0,SESL,DECLINED,Required document unverified and no exception applies,27595,1018,572,7.2,1160,22703,True,False,True,0.4427,121.58,579,616,551
61,Applicant 61,run_0,GPT,DECLINED,"The application must be declined due to unverified documentation. The applicant's government-issued identification could not be verified, which is a hard rule for decline. Additionally, the applicant's credit score of 629 is below the 640 threshold for automatic approval and does not qualify for manual review due to the lack of long-term employment stability exception. Furthermore, one of the bureau scores is below 580, which also necessitates a decline.",36453,929,629,4.4,754,5423,True,True,False,0.3058,1354.75,658,578,621
61,Applicant 61,run_0,SESL,DECLINED,Required document unverified and no exception applies,36453,929,629,4.4,754,5423,True,True,False,0.3058,1354.75,658,578,621
62,Applicant 62,run_0,GPT,DECLINED,"The applicant's DTI of 44.37% exceeds the 45% decline threshold, and their disposable income of £561.92 falls into the manual review range. However, the credit score of 628 is below the 640 threshold for automatic approval and does not meet the exception criteria for manual review due to a bureau score below 580. Additionally, the bureau score spread is 22 points, which does not trigger manual review. Therefore, the application must be declined based on the creditworthiness assessment.",31559,1167,628,8.6,901,9230,True,True,True,0.4437,561.92,597,576,598
62,Applicant 62,run_0,SESL,MANUAL REVIEW,DTI between 35% and 45%,31559,1167,628,8.6,901,9230,True,True,True,0.4437,561.92,597,576,598
63,Applicant 63,run_0,GPT,DECLINED,"The applicant's disposable income is £298.42, below the required minimum of £300, resulting in a decline. Additionally, the DTI ratio of 39.57% falls into the manual review range, but the insufficient disposable income is a hard rule for decline. No exceptions apply.",30389,1002,709,6.4,1232,15819,True,True,True,0.3957,298.42,740,654,689
63,Applicant 63,run_0,SESL,MANUAL REVIEW,DTI between 35% and 45%,30389,1002,709,6.4,1232,15819,True,True,True,0.3957,298.42,740,654,689
64,Applicant 64,run_0,GPT,MANUAL REVIEW,"The applicant's ID is not verified, which typically results in a decline. However, the applicant has a strong financial profile with a credit score of 652 and an annual income of £63,603, which qualifies for manual review under the controlled exception for documentation issues. Additionally, the applicant's DTI ratio of 21.36% and disposable income of £3,292.25 indicate strong affordability. The credit score falls into the manual review range, and the employment duration of 0.7 years also requires additional review. Human judgment is needed to assess the overall risk and potential exceptions.",63603,1132,652,0.7,876,18708,True,True,False,0.2136,3292.25,649,630,680
